ID	Word	W1	W2	DEF_SYNT
33	toy	were	game	(S1 (S (VP (VB engage) (PP (IN in) (NP (DT an) (NN activity))) (SBAR (IN as) (IN if) (S (NP (PRP it)) (VP (VP (VBD were) (NP (DT a) (NN game))) (CONJP (RB rather) (IN than)) (VP (VB take) (NP (PRP it)) (ADVP (RB seriously)))))))))#
34	act	have	qualities	(S1 (S (VP (VB pretend) (S (VP (TO to) (VP (VB have) (NP (NP (JJ certain) (NNS qualities)) (CC or) (NP (NP (NN state)) (PP (IN of) (NP (NN mind)))))))))))#
35	play	have	qualities	(S1 (S (VP (VB pretend) (S (VP (TO to) (VP (VB have) (NP (NP (JJ certain) (NNS qualities)) (CC or) (NP (NP (NN state)) (PP (IN of) (NP (NN mind)))))))))))#
36	nap	take	siesta	(S1 (S (VP (VB take) (NP (DT a) (NN siesta)))))#
37	catnap	take	siesta	(S1 (S (VP (VB take) (NP (DT a) (NN siesta)))))#
38	affect	have	effect	(S1 (S (S (VP (VB act) (ADVP (RB physically) (RB on)))) (: ;) (S (VP (VB have) (NP (DT an) (NN effect)) (PP (IN upon))))))#
39	hypnotize	induce	hypnosis	(S1 (S (VP (VB induce) (NP (NNS hypnosis)) (PP (IN in)))))#
40	hypnotise	induce	hypnosis	(S1 (S (VP (VB induce) (NP (NNS hypnosis)) (PP (IN in)))))#
41	mesmerize	induce	hypnosis	(S1 (S (VP (VB induce) (NP (NNS hypnosis)) (PP (IN in)))))#
42	mesmerise	induce	hypnosis	(S1 (S (VP (VB induce) (NP (NNS hypnosis)) (PP (IN in)))))#
43	anesthetize	administer	drug	(S1 (S (VP (VB administer) (NP (DT an) (JJ anesthetic) (NN drug)) (PP (TO to)))))#
44	anaesthetize	administer	drug	(S1 (S (VP (VB administer) (NP (DT an) (JJ anesthetic) (NN drug)) (PP (TO to)))))#
45	anesthetise	administer	drug	(S1 (S (VP (VB administer) (NP (DT an) (JJ anesthetic) (NN drug)) (PP (TO to)))))#
46	anaesthetise	administer	drug	(S1 (S (VP (VB administer) (NP (DT an) (JJ anesthetic) (NN drug)) (PP (TO to)))))#
47	sedate	administering	sedative	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ calm) (CC or) (JJ quiet)) (PP (IN as) (PP (IN by) (S (VP (VBG administering) (NP (DT a) (NN sedative)) (PP (TO to))))))))))))#
48	calm	administering	sedative	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ calm) (CC or) (JJ quiet)) (PP (IN as) (PP (IN by) (S (VP (VBG administering) (NP (DT a) (NN sedative)) (PP (TO to))))))))))))#
49	tranquilize	administering	sedative	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ calm) (CC or) (JJ quiet)) (PP (IN as) (PP (IN by) (S (VP (VBG administering) (NP (DT a) (NN sedative)) (PP (TO to))))))))))))#
50	tranquillize	administering	sedative	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ calm) (CC or) (JJ quiet)) (PP (IN as) (PP (IN by) (S (VP (VBG administering) (NP (DT a) (NN sedative)) (PP (TO to))))))))))))#
51	tranquillise	administering	sedative	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB be) (ADJP (JJ calm) (CC or) (JJ quiet)) (PP (IN as) (PP (IN by) (S (VP (VBG administering) (NP (DT a) (NN sedative)) (PP (TO to))))))))))))#
52	perk	regain	energy	(S1 (S (VP (VB gain) (CC or) (VB regain) (NP (NN energy)))))#
53	percolate	regain	energy	(S1 (S (VP (VB gain) (CC or) (VB regain) (NP (NN energy)))))#
54	animate	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
55	recreate	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
56	reanimate	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
57	revive	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
58	renovate	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
59	repair	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
60	quicken	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
61	vivify	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
62	revivify	give	life	(S1 (S (VP (VB give) (NP (JJ new) (NN life) (CC or) (NN energy)) (PP (TO to)))))#
63	lave	wash	face	(S1 (S (VP (VB wash) (NP (NP (CD one) (POS 's)) (NN face) (CC and) (NNS hands)))))#
64	relax	take	ease	(S1 (S (VP (VP (VB become) (ADJP (RBR less) (JJ tense))) (, ,) (VP (VB rest)) (, ,) (CC or) (VP (VB take) (NP (NP (CD one) (POS 's)) (NN ease))))))#
65	unbend	take	ease	(S1 (S (VP (VP (VB become) (ADJP (RBR less) (JJ tense))) (, ,) (VP (VB rest)) (, ,) (CC or) (VP (VB take) (NP (NP (CD one) (POS 's)) (NN ease))))))#
66	unwind	take	ease	(S1 (S (VP (VP (VB become) (ADJP (RBR less) (JJ tense))) (, ,) (VP (VB rest)) (, ,) (CC or) (VP (VB take) (NP (NP (CD one) (POS 's)) (NN ease))))))#
67	decompress	take	ease	(S1 (S (VP (VP (VB become) (ADJP (RBR less) (JJ tense))) (, ,) (VP (VB rest)) (, ,) (CC or) (VP (VB take) (NP (NP (CD one) (POS 's)) (NN ease))))))#
68	stretch	extend	limbs	(S1 (S (VP (VB extend) (NP (NP (NP (CD one) (POS 's)) (NNS limbs) (CC or) (NNS muscles)) (, ,) (CC or) (NP (DT the) (JJ entire) (NN body))))))#
69	extend	extend	limbs	(S1 (S (VP (VB extend) (NP (NP (NP (CD one) (POS 's)) (NNS limbs) (CC or) (NNS muscles)) (, ,) (CC or) (NP (DT the) (JJ entire) (NN body))))))#
70	hyperextend	extend	joint	(S1 (S (VP (VB extend) (NP (NP (DT a) (NN joint)) (PP (IN beyond) (NP (PRP$ its) (JJ normal) (NN range)))))))#
71	smile	change	expression	(S1 (S (VP (VB change) (NP (NP (CD one) (POS 's)) (JJ facial) (NN expression)) (PP (IN by) (S (VP (VBG spreading) (NP (NP (DT the) (NNS lips)) (, ,) (SBAR (S (ADVP (RB often)) (VP (TO to) (VP (VB signal) (NP (NN pleasure)))))))))))))#
72	dimple	produce	dimples	(S1 (S (VP (VB produce) (NP (NNS dimples)) (SBAR (IN while) (S (VP (VBG smiling)))))))#
73	grin	reveal	teeth	(S1 (S (S (VP (TO to) (VP (VP (VB draw) (PRT (RP back)) (NP (DT the) (NNS lips))) (CC and) (VP (VB reveal) (NP (DT the) (NNS teeth)))))) (, ,) (PP (IN in) (NP (DT a) (NN smile))) (, ,) (VP (VP (VB grimace)) (, ,) (CC or) (VP (VB snarl)))))#
74	beam	express	joy	(S1 (S (S (VP (VBP smile) (ADVP (RB radiantly)))) (: ;) (S (VP (VB express) (NP (NN joy)) (PP (IN through) (NP (NP (CD one) (POS 's)) (JJ facial) (NN expression)))))))#
75	bellylaugh	laugh	laugh	(S1 (S (VP (VB laugh) (NP (DT a) (JJ deep) (, ,) (JJ hearty) (NN laugh)))))#
76	cackle	emit	kind	(S1 (S (VP (VB emit) (NP (NP (DT a) (JJ loud) (, ,) (JJ unpleasant) (NN kind)) (PP (IN of) (NP (VBG laughing)))))))#
77	frown	signal	disapproval	(S1 (S (VP (VP (VB look) (ADJP (JJ angry) (CC or) (JJ sullen))) (, ,) (VP (NN wrinkle) (NP (NP (CD one) (POS 's)) (NN forehead))) (, ,) (SBAR (IN as) (IN if) (S (VP (TO to) (VP (VB signal) (NP (NN disapproval)))))))))#
78	glower	signal	disapproval	(S1 (S (VP (VP (VB look) (ADJP (JJ angry) (CC or) (JJ sullen))) (, ,) (VP (NN wrinkle) (NP (NP (CD one) (POS 's)) (NN forehead))) (, ,) (SBAR (IN as) (IN if) (S (VP (TO to) (VP (VB signal) (NP (NN disapproval)))))))))#
79	lour	signal	disapproval	(S1 (S (VP (VP (VB look) (ADJP (JJ angry) (CC or) (JJ sullen))) (, ,) (VP (NN wrinkle) (NP (NP (CD one) (POS 's)) (NN forehead))) (, ,) (SBAR (IN as) (IN if) (S (VP (TO to) (VP (VB signal) (NP (NN disapproval)))))))))#
80	lower	signal	disapproval	(S1 (S (VP (VP (VB look) (ADJP (JJ angry) (CC or) (JJ sullen))) (, ,) (VP (NN wrinkle) (NP (NP (CD one) (POS 's)) (NN forehead))) (, ,) (SBAR (IN as) (IN if) (S (VP (TO to) (VP (VB signal) (NP (NN disapproval)))))))))#
81	look	have	outward	(S1 (S (VP (VB have) (NP (NP (DT a) (JJ certain) (NN outward)) (CC or) (NP (JJ facial) (NN expression))))))#
82	shrug	raise	shoulders	(S1 (S (VP (VB raise) (NP (NP (CD one) (POS 's)) (NNS shoulders)) (S (VP (TO to) (VP (VB indicate) (NP (NN indifference) (CC or) (NN resignation))))))))#
83	clap	clap	hands	(S1 (S (VP (VB clap) (NP (NP (CD one) (POS 's)) (NNS hands)) (ADVP (RB together)))))#
84	spat	clap	hands	(S1 (S (VP (VB clap) (NP (NP (CD one) (POS 's)) (NNS hands)) (ADVP (RB together)))))#
85	grimace	contort	face	(S1 (S (VP (VB contort) (NP (NP (DT the) (NN face)) (SBAR (S (VP (TO to) (VP (VB indicate) (NP (DT a) (JJ certain) (ADJP (JJ mental) (CC or) (JJ emotional)) (NN state))))))))))#
86	pout	make	face	(S1 (S (VP (VP (VBP make) (NP (DT a) (JJ sad) (NN face))) (CC and) (VP (VBD thrust) (PRT (RP out)) (NP (NP (CD one) (POS 's)) (JJR lower) (NN lip))))))#
87	mop	make	face	(S1 (S (VP (VP (VBP make) (NP (DT a) (JJ sad) (NN face))) (CC and) (VP (VBD thrust) (PRT (RP out)) (NP (NP (CD one) (POS 's)) (JJR lower) (NN lip))))))#
88	mow	make	face	(S1 (S (VP (VP (VBP make) (NP (DT a) (JJ sad) (NN face))) (CC and) (VP (VBD thrust) (PRT (RP out)) (NP (NP (CD one) (POS 's)) (JJR lower) (NN lip))))))#
89	blow	blowing	air	(S1 (S (ADJP (JJ free) (PP (IN of) (NP (NN obstruction)))) (PP (IN by) (S (VP (VBG blowing) (NP (NN air)) (PP (IN through)))))))#
90	shower	take	body	(S1 (S (VP (VB take) (NP (NP (DT a) (VB shower)) (: ;) (S (VP (VB wash) (NP (NP (NP (CD one) (POS 's)) (NN body)) (PP (IN in) (NP (DT the) (VB shower))))))))))#
91	bathe	cleanse	body	(S1 (S (VP (VB cleanse) (NP (DT the) (JJ entire) (NN body)))))#
92	cleanse	clean	body	(S1 (S (VP (VB clean) (NP (NP (CD one) (POS 's)) (NN body) (CC or) (NNS parts)) (ADVP (RB thereof)) (, ,) (PP (IN as) (PP (IN by) (S (VP (VBG washing))))))))#
93	clean	clean	body	(S1 (S (VP (VB clean) (NP (NP (CD one) (POS 's)) (NN body) (CC or) (NNS parts)) (ADVP (RB thereof)) (, ,) (PP (IN as) (PP (IN by) (S (VP (VBG washing))))))))#
94	soap	rub	soap	(S1 (S (VP (VB rub) (NP (NN soap)) (ADVP (RB all) (RB over)) (, ,) (PP (ADVP (RB usually)) (IN with) (NP (NP (DT the) (NN purpose)) (PP (IN of) (NP (NN cleaning))))))))#
95	lather	rub	soap	(S1 (S (VP (VB rub) (NP (NN soap)) (ADVP (RB all) (RB over)) (, ,) (PP (ADVP (RB usually)) (IN with) (NP (NP (DT the) (NN purpose)) (PP (IN of) (NP (NN cleaning))))))))#
96	shave	remove	body	(S1 (S (VP (VB remove) (NP (NN body) (NN hair)) (PP (IN with) (NP (DT a) (NN razor))))))#
97	epilate	remove	body	(S1 (S (VP (VB remove) (NP (NN body) (NN hair)))))#
98	depilate	remove	body	(S1 (S (VP (VB remove) (NP (NN body) (NN hair)))))#
99	tonsure	shave	head	(S1 (S (VP (VB shave) (NP (NP (DT the) (NN head)) (PP (IN of) (NP (DT a) (ADJP (RB newly) (VBN inducted)) (NN monk)))))))#
100	douche	direct	spray	(S1 (S (VP (VB direct) (NP (NP (DT a) (NN spray)) (PP (IN of) (NP (NN water)))) (PP (IN into) (NP (DT a) (JJ bodily) (NN cavity))) (, ,) (PP (IN for) (S (VP (VBG cleaning)))))))#
101	slick	give	appearance	(S1 (S (VP (VB give) (NP (DT a) (ADJP (JJ smooth) (CC and) (JJ glossy)) (NN appearance)))))#
102	marcel	make	marcel	(S1 (S (VP (VB make) (NP (DT a) (NNP marcel)) (PP (IN in) (NP (NP (DT a) (NN woman) (POS 's)) (NN hair))))))#
103	wave	set	waves	(S1 (S (VP (VB set) (NP (NNS waves)) (PP (IN in)))))#
104	perm	give	wave	(S1 (S (VP (VB give) (NP (DT a) (JJ permanent) (NN wave)) (PP (TO to)))))#
105	mousse	apply	gel	(S1 (S (VP (VB apply) (NP (DT a) (VBG styling) (NN gel)) (PP (TO to)))))#
106	gel	apply	gel	(S1 (S (VP (VB apply) (NP (DT a) (VBG styling) (NN gel)) (PP (TO to)))))#
107	pomade	apply	pomade	(S1 (S (VP (VB apply) (NP (NN pomade)) (PP (TO to) (PRN (-LRB- -LRB-) (NN hair) (-RRB- -RRB-))))))#
108	tease	combing	ends	(S1 (S (NP (NNP ruffle)) (VP (PRN (-LRB- -LRB-) (NP (NP (CD one) (POS 's)) (NN hair)) (-RRB- -RRB-)) (PP (IN by) (S (VP (VBG combing) (NP (DT the) (NNS ends)) (PP (IN towards) (NP (DT the) (NN scalp))) (, ,) (PP (IN for) (NP (DT a) (JJ full) (NN effect)))))))))#
109	fluff	combing	ends	(S1 (S (NP (NNP ruffle)) (VP (PRN (-LRB- -LRB-) (NP (NP (CD one) (POS 's)) (NN hair)) (-RRB- -RRB-)) (PP (IN by) (S (VP (VBG combing) (NP (DT the) (NNS ends)) (PP (IN towards) (NP (DT the) (NN scalp))) (, ,) (PP (IN for) (NP (DT a) (JJ full) (NN effect)))))))))#
110	highlight	apply	highlighter	(S1 (S (VP (VB apply) (NP (DT a) (NN highlighter)) (PP (TO to) (NP (NP (CD one) (POS 's)) (NNS cheeks) (CC or) (NNS eyebrows))) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB make) (S (NP (PRP them)) (ADJP (RBR more) (JJ prominent))))))))))#
111	lipstick	apply	lipstick	(S1 (S (VP (VB apply) (NP (NN lipstick)) (PP (TO to)))))#
112	rouge	applying	rouge	(S1 (S (VP (VBN redden) (PP (IN by) (S (VP (VBG applying) (NP (NNP rouge)) (PP (TO to))))))))#
113	condition	apply	conditioner	(S1 (S (VP (VB apply) (NP (NN conditioner)) (PP (TO to)) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB make) (S (ADJP (JJ smooth) (CC and) (JJ shiny))))))))))#
114	talc	apply	powder	(S1 (S (VP (VB apply) (NP (JJ talcum) (NNP powder)) (PP (TO to) (NP (-LRB- -LRB-) (NP (NP (CD one) (POS 's)) (NN body)) (-RRB- -RRB-))))))#
115	manicure	shaping	nails	(S1 (S (S (VP (VB care) (PP (IN for) (NP (-LRB- -LRB-) (NP (NP (CD one) (POS 's)) (NN hand)) (-RRB- -RRB-))) (PP (IN by) (S (VP (VBG cutting) (CC and) (VBG shaping) (NP (DT the) (NNS nails))))))) (, ,) (FW etc) (. .)))#
116	barber	perform	services	(S1 (S (VP (VB perform) (NP (NP (DT the) (NNS services)) (PP (IN of) (NP (NP (DT a) (NN barber)) (: :) (S (VP (VB cut) (NP (NP (DT the) (NN hair) (NN and/or) (NN beard)) (PP (IN of)))))))))))#
117	pedicure	shaping	nails	(S1 (S (S (VP (VB care) (PP (IN for) (NP (NP (CD one) (POS 's)) (NNS feet))) (PP (IN by) (S (VP (VBG cutting) (CC and) (VBG shaping) (NP (DT the) (NNS nails))))))) (, ,) (FW etc) (. .)))#
118	perfume	apply	perfume	(S1 (S (VP (VB apply) (NP (NN perfume)) (PP (TO to)))))#
119	scent	apply	perfume	(S1 (S (VP (VB apply) (NP (NN perfume)) (PP (TO to)))))#
120	dress	give	appearance	(S1 (S (VP (VBP give) (NP (DT a) (JJ neat) (NN appearance)) (PP (TO to)))))#
121	groom	give	appearance	(S1 (S (VP (VBP give) (NP (DT a) (JJ neat) (NN appearance)) (PP (TO to)))))#
122	curry	give	appearance	(S1 (S (VP (VBP give) (NP (DT a) (JJ neat) (NN appearance)) (PP (TO to)))))#
123	hat	wear	hat	(S1 (S (VP (VP (VB put) (PRT (RP on))) (CC or) (VP (VB wear) (NP (DT a) (NN hat))))))#
124	wear	show	appearance	(S1 (S (VP (VB have) (CC or) (VB show) (NP (NP (DT an) (NN appearance)) (PP (IN of))))))#
125	dress	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
126	clothe	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
127	enclothe	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
128	garb	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
129	raiment	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
130	tog	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
131	garment	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
132	habilitate	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
133	apparel	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
134	jacket	put	jacket	(S1 (S (VP (VB put) (NP (DT a) (NN jacket)) (PP (IN on)))))#
135	frock	put	frock	(S1 (S (VP (VB put) (NP (DT a) (NN frock)) (PP (IN on)))))#
136	shirt	put	shirt	(S1 (S (VP (VB put) (NP (DT a) (NN shirt)) (PP (IN on)))))#
137	habit	put	habit	(S1 (S (VP (VB put) (NP (DT a) (NN habit)) (PP (IN on)))))#
138	inseminate	introduce	semen	(S1 (S (VP (VB introduce) (NP (NNS semen)) (PP (IN into) (NP (-LRB- -LRB-) (NP (DT a) (NN female)) (-RRB- -RRB-))))))#
139	fecundate	introduce	semen	(S1 (S (VP (VB introduce) (NP (NNS semen)) (PP (IN into) (NP (-LRB- -LRB-) (NP (DT a) (NN female)) (-RRB- -RRB-))))))#
140	fertilize	introduce	semen	(S1 (S (VP (VB introduce) (NP (NNS semen)) (PP (IN into) (NP (-LRB- -LRB-) (NP (DT a) (NN female)) (-RRB- -RRB-))))))#
141	fertilise	introduce	semen	(S1 (S (VP (VB introduce) (NP (NNS semen)) (PP (IN into) (NP (-LRB- -LRB-) (NP (DT a) (NN female)) (-RRB- -RRB-))))))#
142	quicken	show	signs	(S1 (S (VP (VBP show) (NP (NP (NNS signs)) (PP (IN of) (NP (NN life)))))))#
143	cross-fertilize	undergo	cross-fertilization	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB undergo) (NP (NN cross-fertilization))))))))#
144	cross-fertilise	undergo	cross-fertilization	(S1 (S (VP (VB cause) (S (VP (TO to) (VP (VB undergo) (NP (NN cross-fertilization))))))))#
145	cross-fertilize	undergo	cross-fertilization	(S1 (S (S (VP (VB undergo) (NP (NN cross-fertilization)))) (: ;) (S (VP (VB become) (ADJP (JJ fertile))))))#
146	cross-fertilise	undergo	cross-fertilization	(S1 (S (S (VP (VB undergo) (NP (NN cross-fertilization)))) (: ;) (S (VP (VB become) (ADJP (JJ fertile))))))#
147	pollinate	transfering	pollen	(S1 (S (VP (VB fertilize) (PP (IN by) (S (VP (VBG transfering) (NP (NN pollen))))))))#
148	pollenate	transfering	pollen	(S1 (S (VP (VB fertilize) (PP (IN by) (S (VP (VBG transfering) (NP (NN pollen))))))))#
149	cross-pollinate	transfering	pollen	(S1 (S (VP (VB fertilize) (PP (IN by) (S (VP (VBG transfering) (NP (NN pollen))))))))#
150	conceive	undergo	conception	(S1 (S (VP (VP (VB become) (ADJP (JJ pregnant))) (: ;) (VP (VBP undergo) (NP (NN conception))))))#
151	reproduce	have	offspring	(S1 (S (VP (VP (VB have) (NP (NN offspring))) (CC or) (VP (VB produce) (NP (NP (JJR more) (NNS individuals)) (PP (IN of) (NP (DT a) (VBN given) (NN animal) (CC or) (NN plant))))))))#
152	procreate	have	offspring	(S1 (S (VP (VP (VB have) (NP (NN offspring))) (CC or) (VP (VB produce) (NP (NP (JJR more) (NNS individuals)) (PP (IN of) (NP (DT a) (VBN given) (NN animal) (CC or) (NN plant))))))))#
